fact_id,text,times_posted,last_posted
FT-0281,"South Sudan became the world's newest country in 2011, seceding from Sudan after decades of civil war.",1,2026-08-17T15:34:36+00:00
FT-0282,"Czechoslovakia dissolved peacefully on January 1, 1993, in what's often called the ""Velvet Divorce"" between the Czech Republic and Slovakia.",2,2026-08-26T16:31:58+00:00
FT-0283,"In December 1991, one country, the Soviet Union, ceased to exist, and fifteen new ones took its place almost overnight.",1,2026-08-15T21:30:22+00:00
FT-0284,"In the Six-Day War of 1967, Israel took control of several times as much territory as it had held before the fighting began.",1,2026-07-31T11:34:11+00:00
FT-0285,"The Korean War ended with an armistice in 1953, not a peace treaty, meaning North and South Korea remain, technically, still at war.",2,2026-08-24T05:48:17+00:00
FT-0286,"The Taiping Rebellion of the 1850s-60s, led by a man who believed he was the younger brother of Jesus, is estimated to have killed 20-30 million people in China.",1,2026-08-21T07:02:12+00:00
FT-0287,Belgium's King Leopold II ran Congo as his personal property from 1885 to 1908; forced-labor policies there are estimated to have caused millions of deaths.,1,2026-08-09T08:56:02+00:00
FT-0288,"At the 1884-85 Berlin Conference, European powers divided up the map of Africa among themselves without a single African representative in the room.",1,2026-08-15T09:35:05+00:00
FT-0289,"Ireland's population fell by roughly a quarter through death and emigration during the potato famine of the 1840s, a demographic scar still visible in its census figures today.",1,2026-08-09T16:48:27+00:00
FT-0290,"Soviet policies during the early-1930s famine in Ukraine, known as the Holodomor, are estimated to have killed millions of people.",1,2026-08-14T10:13:10+00:00
FT-0291,The Ottomans' 1683 siege of Vienna marked the empire's deepest push into Europe; its failure began a long Ottoman retreat from Central Europe.,2,2026-08-26T01:53:08+00:00
FT-0292,"Miguel de Cervantes, who later wrote Don Quixote, lost the use of his left hand fighting at the naval Battle of Lepanto in 1571.",1,2026-08-07T16:06:56+00:00
FT-0293,"Historians often cite the Frankish victory at the Battle of Tours in 732 as the point that halted further Muslim expansion into Western Europe, though its true significance is still debated.",1,2026-08-06T09:46:55+00:00
FT-0294,"The 1648 Peace of Westphalia, ending the Thirty Years' War, is widely credited as the starting point of the modern system of sovereign nation-states.",1,2026-08-22T05:36:43+00:00
FT-0295,The Congress of Vienna in 1815 redrew the map of Europe after Napoleon's defeat and helped keep the continent's great powers largely at peace for decades.,1,2026-08-10T21:52:54+00:00
FT-0296,"The Seven Years' War of 1756-63 was fought across five continents, leading some historians to call it the first true world war, nearly 160 years before the term existed.",1,2026-08-20T08:51:45+00:00
FT-0297,"At its peak, the British East India Company commanded a private army roughly twice the size of the British Army itself.",1,2026-08-09T15:40:44+00:00
FT-0298,"The Dutch East India Company, chartered in 1602, was the first company in the world to issue tradable shares to the public, laying the groundwork for the modern stock exchange.",1,2026-07-30T03:18:54+00:00
FT-0299,"Britain and the United States nearly went to war in 1859 over a border dispute in the San Juan Islands. The only casualty of the ""Pig War"" was a pig.",1,2026-08-19T11:34:39+00:00
FT-0300,"A brief 1969 war between El Salvador and Honduras broke out amid tensions that had flared during a World Cup qualifying match, earning it the nickname the ""Football War.",1,2026-08-22T18:44:11+00:00
FT-0301,"Iceland and the UK clashed repeatedly over fishing rights in the so-called Cod Wars of the 1950s to 1970s, without either side ever formally declaring war.",1,2026-08-09T23:40:56+00:00
FT-0302,"In 1325, two Italian city-states, Bologna and Modena, went to war partly over the theft of a wooden bucket from a town well.",1,2026-08-19T09:44:03+00:00
FT-0303,"In 1739, Britain declared war on Spain after a ship's captain displayed his own severed ear to Parliament, claiming Spanish coast guards had cut it off years earlier.",2,2026-08-23T14:33:47+00:00
FT-0304,"William the Conqueror's 1086 survey of England, the Domesday Book, was so exhaustive that locals said not even one ox or pig escaped its notice.",1,2026-08-10T11:55:30+00:00
FT-0305,"The Voynich Manuscript, carbon-dated to the early 1400s, remains undeciphered six centuries later; no one has confirmed what language, if any, it's written in.",1,2026-08-18T07:48:05+00:00
FT-0306,Vesuvius buried Pompeii and Herculaneum so completely in 79 AD that archaeologists have recovered carbonized loaves of bread and painted election slogans still on the walls.,1,2026-08-07T11:03:01+00:00
FT-0307,"Within about fifty years of Gutenberg's press, Europe is estimated to have printed more books than scribes had produced by hand in the previous thousand years.",1,2026-07-30T20:22:08+00:00
FT-0308,"The Moroccan-born traveler Ibn Battuta covered an estimated 120,000 km over three decades, likely surpassing the total distance ever logged by Marco Polo.",1,2026-08-02T18:07:55+00:00
FT-0309,Ming China's Zheng He commanded treasure fleets in the early 1400s with ships reportedly several times the length of anything Europe would build for the next 400 years.,1,2026-08-19T21:35:05+00:00
FT-0310,"Roald Amundsen's team reached the South Pole in December 1911, about a month ahead of Robert Falcon Scott's expedition, every member of which died on the return journey.",1,2026-08-01T07:35:31+00:00
FT-0311,"When Ernest Shackleton's ship Endurance was crushed by pack ice in 1915, all 27 of his crew survived nearly two years stranded in Antarctica before rescue.",1,2026-08-10T04:48:24+00:00
FT-0312,"Only one of Magellan's original five ships, and roughly 18 of his roughly 270 crew, made it all the way around the world in the first circumnavigation. Magellan himself died partway through, in the Philippines.",1,2026-08-18T19:35:11+00:00
FT-0313,"Europeans searched for a Northwest Passage through the Arctic for centuries; it wasn't successfully sailed until Roald Amundsen finally did it, in 1903-1906.",1,2026-08-09T17:41:16+00:00
FT-0314,"Turkey's government asked the world to start using ""Türkiye"" as its official English name in 2022, partly to distance the country from an unrelated Thanksgiving bird.",1,2026-08-08T05:51:53+00:00
FT-0315,"Swaziland's king renamed the country eSwatini in 2018, on the 50th anniversary of its independence from Britain.",2,2026-08-25T14:57:37+00:00
FT-0316,"North Macedonia only settled on its current name in 2019, ending a decades-long dispute with Greece over the use of ""Macedonia.",1,2026-08-10T19:10:11+00:00
FT-0317,"Persia asked the world to call it Iran starting in 1935, a change tied to the government's own preferred, more nationalist name for the country.",1,2026-08-03T11:38:54+00:00
FT-0318,"Siam renamed itself Thailand in 1939, briefly reverted to Siam after the war, then switched back to Thailand for good in 1949.",1,2026-08-23T03:11:49+00:00
FT-0319,"America is named after the explorer Amerigo Vespucci, not Christopher Columbus, who for that matter never once set foot on the mainland of North America.",1,2026-08-06T03:29:37+00:00
FT-0320,"Canada's name likely comes from an Iroquoian word, ""kanata,"" simply meaning ""village"" or ""settlement.",2,2026-08-24T17:39:12+00:00
FT-0321,"Magellan named the Pacific Ocean ""Mar Pacifico"" after experiencing unusually calm weather crossing it, a name that stuck despite the ocean also spawning the world's most powerful typhoons.",1,2026-08-01T14:39:06+00:00
FT-0322,"Bangladesh is roughly the size of New York State, yet its population is larger than Russia's entire population.",2,2026-08-25T21:37:49+00:00
FT-0323,"Tokyo's greater metropolitan area holds an estimated 37 million people, close to the entire population of Canada packed into one urban region.",1,2026-08-16T13:39:19+00:00
FT-0324,More people who identify as Puerto Rican now live on the US mainland than on the island of Puerto Rico itself.,1,2026-08-10T10:33:22+00:00
FT-0325,Dubai's population is overwhelmingly foreign-born; native Emiratis are estimated to make up less than a fifth of the city's residents.,1,2026-07-31T16:52:56+00:00
FT-0326,"Migrant workers send home an estimated $650 billion or more every year in remittances, several times what the world spends on foreign aid.",1,2026-08-17T09:53:12+00:00
FT-0327,India receives more remittance income from its diaspora abroad than any other country on Earth.,1,2026-08-18T17:37:07+00:00
FT-0328,"An estimated 1 in 10 Filipinos works overseas, and the money they send home props up a meaningful share of the national economy.",1,2026-08-19T10:39:31+00:00
FT-0329,"Venezuela's economic collapse pushed an estimated 7 to 8 million people to leave the country within a decade, one of the largest displacements outside a war zone.",1,2026-08-15T22:32:36+00:00
FT-0330,"Syria's civil war displaced more than half the country's pre-war population, counting both refugees abroad and people uprooted inside it.",1,2026-08-12T22:54:42+00:00
FT-0331,"China's rural-to-urban migration since 1990 has moved several hundred million people, likely the largest internal migration in human history.",2,2026-08-25T18:52:39+00:00
FT-0332,"Just over half of humanity now lives in cities; a century ago, fewer than 1 in 5 people did.",1,2026-08-02T20:14:56+00:00
FT-0333,"Chongqing's administrative population tops 30 million, more than several entire countries put together.",1,2026-08-18T03:54:47+00:00
FT-0334,Karachi grew from under half a million people in 1947 to a metro area now estimated near 20 million.,1,2026-08-19T23:32:09+00:00
FT-0335,Seoul's metropolitan area holds roughly half of all South Koreans.,1,2026-08-08T09:49:55+00:00
FT-0336,Cairo's metro area is home to close to a fifth of all Egyptians.,1,2026-08-10T17:03:41+00:00
FT-0337,Greater Buenos Aires holds roughly a third of Argentina's entire population.,1,2026-07-31T00:12:26+00:00
FT-0338,"Ulaanbaatar holds nearly half of Mongolia's population, even though the rest of the country is among the emptiest places on Earth.",1,2026-08-23T06:56:15+00:00
FT-0339,"The island of Ireland still hasn't recovered the population it had before the Great Famine of the 1840s, a demographic scar deeper than any war has left.",1,2026-08-11T17:08:36+00:00
FT-0340,"An estimated one million Poles are thought to live and work in the UK and Germany combined, part of one of the largest peacetime migrations within a single economic bloc.",1,2026-08-14T19:07:54+00:00
FT-0341,"Luxembourg's workforce is nearly half made up of commuters who live in neighboring France, Germany or Belgium and cross the border to work every day.",2,2026-08-25T13:05:59+00:00
FT-0342,"Indonesia is home to more than 700 living languages, second only to Papua New Guinea.",1,2026-07-30T22:15:45+00:00
FT-0343,"Nigeria has more living languages than the whole of Europe combined, well over 500 by most counts.",2,2026-08-25T03:08:22+00:00
FT-0344,"India's constitution recognizes 22 official languages, but the country is home to well over 400 languages spoken daily.",1,2026-08-04T15:32:00+00:00
FT-0345,Mandarin has no alphabet at all; its logographic script unites readers whose spoken dialects can be mutually unintelligible.,1,2026-08-21T03:12:08+00:00
FT-0346,"Hindi and Urdu are close enough in speech that speakers understand each other easily, yet they're written in two completely different scripts.",1,2026-08-11T22:56:22+00:00
FT-0347,"Welsh is now a compulsory school subject across Wales, part of a national push to reach a million speakers by 2050.",1,2026-07-31T22:13:16+00:00
FT-0348,"Linguists estimate that somewhere in the world, a language falls silent roughly every couple of weeks as its last fluent speakers die.",1,2026-08-10T06:18:43+00:00
FT-0349,"Indonesia has more Muslims than Saudi Arabia, Iraq and Iran combined.",2,2026-08-23T20:34:19+00:00
FT-0350,"India is home to more Muslims than Saudi Arabia and Iraq combined, despite being a Hindu-majority country.",1,2026-08-21T20:35:24+00:00
FT-0351,"There are now more Christians living in Sub-Saharan Africa than in Europe, a reversal from a century ago.",1,2026-08-22T12:56:05+00:00
FT-0352,"In South Korea, Christianity is the country's largest organized religion, not Buddhism, despite its long Buddhist history.",1,2026-08-13T11:55:40+00:00
FT-0353,"Saudi Arabia and Iran, both Muslim-majority states, follow rival branches of Islam that have shaped decades of regional rivalry.",1,2026-08-21T22:35:24+00:00
FT-0354,Lebanon has no official religious majority; its government runs on a power-sharing formula among 18 recognized religious sects.,2,2026-08-26T11:38:29+00:00
FT-0355,"The Bahá'í Faith, founded in 19th-century Persia, now has organized communities in more countries than almost any religion besides Christianity.",1,2026-08-18T03:04:27+00:00
FT-0356,"Most Japanese people tell pollsters they aren't religious, yet the large majority still take part in both Shinto and Buddhist rituals across their lives.",1,2026-08-15T14:33:34+00:00
FT-0357,"Income per person can differ by a factor of more than 100 between the richest and poorest countries on Earth, per Our World in Data.",1,2026-08-22T08:41:34+00:00
FT-0358,"Southern Africa and parts of Latin America post the highest income inequality scores on the planet, per Our World in Data.",2,2026-08-24T22:37:54+00:00
FT-0359,"Scandinavian governments collect more than 40% of GDP in taxes; some African states collect under 15%, per Our World in Data.",1,2026-08-07T07:37:26+00:00
FT-0360,"Roughly half the world lives on a daily income smaller than the price of a coffee in a wealthy country, per Our World in Data.",1,2026-08-18T18:52:07+00:00
FT-0361,"In the poorest countries, farming makes up close to half the economy; in the richest, it's about 1%, per Our World in Data.",1,2026-08-17T23:31:56+00:00
FT-0362,"Small, trade-heavy economies can see trade flows worth 3 to 4 times their GDP, while giants like the US trade barely half their GDP's value, per Our World in Data.",1,2026-08-13T22:55:50+00:00
FT-0363,"National unemployment rates range from under 1% to more than 25%, depending entirely on which country you're standing in, per Our World in Data.",1,2026-08-21T19:32:20+00:00
FT-0364,"Some countries have lived with inflation above 50% a year for extended stretches, while others hold it near 2%, per Our World in Data.",2,2026-08-23T16:37:19+00:00
FT-0365,Researchers estimate the wealthiest 1% of humanity holds close to as much wealth as the poorest two-thirds combined.,1,2026-08-22T01:45:35+00:00
FT-0366,"China now trades more with most African countries than any Western nation does, a shift that happened within a single generation.",1,2026-08-22T13:39:08+00:00
FT-0367,"The Strait of Malacca is estimated to carry roughly a quarter of the world's seaborne trade, making it one of the most valuable chokepoints on the map.",1,2026-08-17T05:43:59+00:00
FT-0368,"The World Trade Organization's rules now cover more than 160 member countries, accounting for the vast majority of global commerce.",1,2026-08-21T21:34:06+00:00
FT-0369,"Standardized shipping containers, introduced in the 1950s, cut the cost of moving goods across oceans so sharply they reshaped global trade itself.",1,2026-08-16T10:33:24+00:00
FT-0370,"Landlocked countries trade less on average than coastal ones, a persistent economic disadvantage that geography alone imposes.",1,2026-08-18T05:38:58+00:00
FT-0371,"An average person in Iceland uses roughly 100 times more energy per year than an average person in Ethiopia, per Our World in Data.",1,2026-08-08T10:45:30+00:00
FT-0372,"France generates about two-thirds of its electricity from nuclear power, a share no other country comes close to matching, per Our World in Data.",2,2026-08-24T14:53:49+00:00
FT-0373,"Denmark generates more than half its electricity from wind power alone, the highest share of any country on Earth, per Our World in Data.",1,2026-08-21T11:35:39+00:00
FT-0374,"Paraguay, Norway and the Democratic Republic of Congo generate almost all their electricity from hydropower, per Our World in Data.",1,2026-08-11T21:58:16+00:00
FT-0375,"The United States has been the world's largest oil producer for roughly a decade, ahead of both Saudi Arabia and Russia, per Our World in Data.",1,2026-08-04T12:10:07+00:00
FT-0376,"Three countries alone, Australia, Chile and China, produce most of the world's lithium, the metal powering the battery era, per Our World in Data.",1,2026-08-20T10:40:41+00:00
FT-0377,"India grows more bananas than any other country on Earth, yet exports almost none of them; nearly the entire crop is eaten at home, per Our World in Data.",1,2026-08-08T23:38:55+00:00
FT-0378,"China grows roughly half the world's apples, per Our World in Data.",1,2026-08-05T19:49:39+00:00
FT-0379,"Côte d'Ivoire and Ghana together grow about 60% of the world's cocoa, meaning the chocolate bar in your hand is most likely West African, per Our World in Data.",1,2026-08-14T16:02:03+00:00
FT-0380,"More than half of all the fish humans eat today is farmed rather than caught in the wild, and China farms most of it, per Our World in Data.",1,2026-08-22T03:52:29+00:00
FT-0381,"Brazil recently overtook the United States as the world's top soybean producer, per Our World in Data.",1,2026-08-03T18:00:48+00:00
FT-0382,"About 90% of the world's rice is grown in Asia, a single crop that feeds more people than any other, per Our World in Data.",1,2026-07-30T06:36:59+00:00
FT-0383,"There are an estimated 1.5 billion cattle alive on Earth right now, with Brazil and India each hosting well over 200 million, per Our World in Data.",1,2026-08-08T17:40:18+00:00
FT-0384,"Chicken has quietly overtaken every other meat to become humanity's most-produced meat, led by the US, China and Brazil, per Our World in Data.",1,2026-08-16T18:41:53+00:00
FT-0385,"Ireland and the Netherlands coax roughly three times more wheat from a hectare than some of the world's biggest wheat-growing nations, per Our World in Data.",1,2026-08-08T18:53:02+00:00
FT-0386,"Farmers worldwide spray an estimated 3.5 million tonnes of pesticides on crops every year, per Our World in Data.",1,2026-08-05T12:08:06+00:00
FT-0387,"Life expectancy tops 84 years in Japan and Switzerland but falls under 55 in parts of West Africa, a 30-year gap on the same planet, per Our World in Data.",1,2026-08-09T02:23:27+00:00
FT-0388,"Giving birth is estimated to be roughly 100 times more dangerous in parts of Africa than in Scandinavia, per Our World in Data.",1,2026-08-06T15:26:12+00:00
FT-0389,"Tuberculosis, curable for 70 years, still kills more than a million people a year, concentrated in a handful of countries, per Our World in Data.",1,2026-08-05T06:37:44+00:00
FT-0390,"An estimated 1 in 8 people worldwide lives with a mental health or substance use disorder, per Our World in Data.",1,2026-08-17T13:49:25+00:00
FT-0391,"Roughly 1 in 5 children worldwide has stunted growth from chronic malnutrition, concentrated in the Sahel and South Asia, per Our World in Data.",1,2026-08-23T05:38:28+00:00
FT-0392,"More than 2 billion people still cook their food over wood, dung or charcoal, and the resulting indoor smoke kills millions every year, per Our World in Data.",1,2026-08-10T20:55:53+00:00
FT-0393,"Cardiovascular disease is the world's single leading cause of death, striking hardest across Eastern Europe and Central Asia, per Our World in Data.",1,2026-08-22T10:34:38+00:00
FT-0394,"In some countries, roughly 1 in 3 young people is neither in school nor working, a group economists label NEET, per Our World in Data.",1,2026-08-12T02:37:44+00:00
FT-0395,"Finland scrapped most standardized testing decades ago, yet its students still rank among the best performers in the world.",1,2026-08-22T22:33:17+00:00
FT-0396,"More than 70% of young South Koreans now enroll in university, one of the highest rates on Earth.",1,2026-08-18T16:43:15+00:00
FT-0397,"Fixed broadband is nearly universal across East Asia and Europe but still rare across much of Africa, per Our World in Data.",1,2026-08-08T19:38:22+00:00
FT-0398,"China now publishes more scientific research papers each year than the United States, a reversal that happened within the past two decades, per Our World in Data.",1,2026-08-21T08:53:17+00:00
FT-0399,"East Asian countries file more patents per person than anywhere else on Earth, per Our World in Data.",1,2026-08-22T20:34:34+00:00
FT-0400,"Nearly the entire population of Northern Europe is online, while parts of Africa still have internet access under 20%, per Our World in Data.",1,2026-08-19T13:03:59+00:00
FT-0401,"Rwanda has a higher share of women in parliament than any other country on Earth, ahead of every Western democracy, per Our World in Data.",1,2026-08-10T02:28:32+00:00
FT-0402,"Sub-Saharan Africa mostly skipped landline telephones altogether, jumping straight to mobile networks decades before fixed lines would ever have arrived.",1,2026-08-09T05:53:43+00:00
FT-0403,"Kenya's M-Pesa mobile money system, launched in 2007, now moves a volume of transactions each year equivalent to more than half of the country's GDP, by some estimates.",1,2026-08-21T04:49:34+00:00
FT-0404,"Cash and credit cards both became rare in many Chinese cities within a decade, as mobile payment apps leapfrogged straight past them.",1,2026-08-16T16:36:38+00:00
FT-0405,"Estonia lets citizens vote online in national elections and file a tax return in minutes, one of the most digitized states on Earth.",1,2026-08-20T16:46:42+00:00
FT-0406,"India's biometric ID program has enrolled more than a billion people, the largest identity database of its kind in the world.",1,2026-08-12T17:07:06+00:00
FT-0407,"South Korea's population is projected to roughly halve by 2100 if current birth rates hold, one of the fastest peacetime declines ever projected for a country.",1,2026-08-22T09:36:08+00:00
FT-0408,"Africa's share of world population is expected to approach a quarter by 2050, up from under a fifth today.",1,2026-08-23T10:34:50+00:00
FT-0409,"Japan's population has shrunk every year for well over a decade, losing several hundred thousand people annually.",1,2026-08-17T10:43:13+00:00
FT-0410,Vatican City citizenship is tied to holding a qualifying job or office there and normally ends when the job does; almost nobody holds it for life.,1,2026-08-15T19:29:05+00:00
FT-0411,"Egypt's population is heavily concentrated: the overwhelming majority live within a narrow strip along the Nile, since the rest of the country is desert.",1,2026-08-20T15:44:18+00:00
FT-0412,"About 85% of Australians live within 50 km of the coast, leaving the vast interior of the continent almost empty.",1,2026-08-09T20:47:32+00:00
FT-0413,"Roughly 90% of Canadians live within 160 km of the US border, hugging the southern edge of a country that stretches nearly to the pole.",1,2026-08-21T05:42:13+00:00
FT-0414,"Iceland's entire population would fit inside a single mid-sized neighborhood elsewhere in the world, yet the country runs its own currency, airline and stock exchange.",1,2026-08-09T09:51:28+00:00
FT-0415,"Monaco is estimated to have one of the highest concentrations of millionaires per capita on Earth, with roughly a third of its residents holding that status.",2,2026-08-25T19:39:55+00:00
FT-0416,"Five of the world's ten tallest buildings now stand in Asia or the Gulf, not in the West that once defined the skyscraper race.",1,2026-08-22T17:30:34+00:00
FT-0417,"Sushi began as narezushi, a preservation method where fish was fermented in rice for months and the rice itself was thrown away — eating the rice too is a relatively recent innovation.",1,2026-08-14T22:34:01+00:00
FT-0418,"One of the oldest known recipe collections, a set of Babylonian clay tablets from around 1730 BC, lists Mesopotamian stews and broths with almost no measurements at all.",1,2026-07-30T12:00:04+00:00
FT-0419,"Ketchup started as a fermented fish sauce called ke-tsiap in southern China, carried west by traders long before tomatoes ever entered the recipe.",1,2026-08-10T22:51:18+00:00
FT-0420,"The Maori haka wasn't originally a war dance for rugby crowds; it was performed for funerals, celebrations and welcoming guests too.",1,2026-08-18T23:31:35+00:00
FT-0421,"The Olympic marathon's odd distance, 42.195 km, wasn't fixed until the 1908 London Games, extended so the race could finish in front of the royal box at Windsor.",1,2026-08-02T14:41:34+00:00
FT-0422,"Modern football's rules were first written down in a London pub in 1863, the meeting that split ""football"" permanently from rugby.",1,2026-08-01T16:09:48+00:00
FT-0423,"Basketball was invented in 1891 in Springfield, Massachusetts, by Canadian physical education instructor James Naismith, who nailed peach baskets to a gym balcony.",1,2026-08-21T10:40:21+00:00
FT-0424,"Finland is estimated to have roughly one sauna for every two people — more saunas than cars, in a country of about 5.5 million.",1,2026-08-10T15:11:16+00:00
FT-0425,"The piñata's path runs through several countries: it likely began in China, was adapted in Italy, carried to Spain, and brought to Mexico by missionaries.",1,2026-08-05T09:43:37+00:00
FT-0426,"Flamenco grew out of centuries of coexistence in Andalusia, blending Romani, Moorish, Jewish and Christian musical traditions into one form.",1,2026-08-04T21:22:36+00:00
FT-0427,"Only sparkling wine from France's Champagne region can legally be called champagne — everything else is technically just sparkling wine, under decades of French and EU law.",1,2026-08-18T21:33:55+00:00
FT-0428,True Parmigiano-Reggiano can only come from a handful of Italian provinces around Parma and Reggio Emilia; the name is legally protected across the EU.,1,2026-08-03T19:52:03+00:00
FT-0429,"Tequila can only be produced in designated regions of Mexico centered on the town it's named after, in the state of Jalisco.",1,2026-08-14T20:39:23+00:00
FT-0430,"Bagpipe-like instruments may have originated in the ancient Middle East, with Roman writers describing similar devices centuries before bagpipes became a symbol of Scotland.",2,2026-08-25T08:54:01+00:00
FT-0431,"Highland clan tartans, now treated as ancient heritage, were largely standardized in the 19th century, well after Scotland's actual clan era had ended.",1,2026-08-01T20:13:46+00:00
FT-0432,"Karate's postwar global spread owes a lot to American servicemen stationed in occupied Okinawa, who trained locally and brought the practice home.",1,2026-08-15T04:41:00+00:00
FT-0433,"Marie Curie remains the only person to win Nobel Prizes in two different sciences, physics and chemistry, and her lab notebooks are still radioactive enough to be kept in lead-lined boxes.",1,2026-08-13T13:38:25+00:00
FT-0434,"The first photograph of Earth from space was taken in 1946 by a camera on a captured German V-2 rocket, launched from the New Mexico desert.",1,2026-08-19T05:39:31+00:00
FT-0435,"Oymyakon in Siberia, one of the coldest inhabited places on Earth, has recorded temperatures below -60°C, and people still live there year-round.",1,2026-08-23T04:48:01+00:00
FT-0436,"The highest reliably recorded air temperature on Earth, about 56.7°C, was measured in Death Valley, California, in 1913.",1,2026-08-07T13:24:33+00:00
FT-0437,"Edward Jenner tested the first vaccine in rural England in 1796, using material from a milkmaid's cowpox blister to protect a boy against smallpox.",1,2026-08-01T10:07:42+00:00
FT-0438,Alexander Fleming discovered penicillin in London in 1928 after returning from vacation to find mold had wiped out bacteria in a forgotten petri dish.,1,2026-08-13T05:00:12+00:00
FT-0439,"The first successful human heart transplant happened not in the US or Europe but in Cape Town, South Africa, in 1967.",1,2026-08-18T20:34:55+00:00
FT-0440,"GPS satellites experience time differently under relativity — without correcting for it, positioning errors would pile up by an estimated 10 km a day.",1,2026-08-04T09:45:31+00:00
FT-0441,"The metric system emerged from the French Revolution, with the meter first defined as one ten-millionth of the distance from the North Pole to the equator, measured through Paris.",2,2026-08-24T03:12:32+00:00
FT-0442,"Britain's 1714 Longitude Prize was eventually won not by an astronomer but by John Harrison, a self-taught carpenter who built an astonishingly accurate marine clock.",1,2026-08-15T10:33:00+00:00
FT-0443,"The Richter scale, developed in 1935, was calibrated using earthquakes recorded in Southern California by Charles Richter.",2,2026-08-27T09:30:20+00:00
FT-0444,"When Alfred Wegener proposed continental drift in 1912, pointing to the matching coastlines of Africa and South America, most geologists dismissed him for decades.",1,2026-08-15T05:34:56+00:00
FT-0445,The world's first nuclear reactor went critical in 1942 underneath an unused squash court at the University of Chicago.,1,2026-08-02T23:08:13+00:00
FT-0446,"Dmitri Mendeleev's 1869 periodic table left gaps for elements no one had discovered yet, and he predicted their properties correctly.",1,2026-08-17T16:39:09+00:00
FT-0447,"Louis Pasteur's 1885 rabies vaccine, developed in Paris, was tested urgently on a boy who had been bitten by a rabid dog.",1,2026-07-29T21:08:37+00:00
FT-0448,"Russian scientists finally drilled into Antarctica's Lake Vostok in 2012, reaching water sealed beneath nearly 4 km of ice for possibly millions of years.",1,2026-08-20T17:38:55+00:00
FT-0449,"Parts of Chile's Atacama Desert are so dry that NASA has tested Mars rover technology there, in conditions considered the closest match on Earth.",1,2026-08-23T07:42:09+00:00
FT-0450,"Finnish, Hungarian and Estonian belong to the Uralic language family, leaving them essentially unrelated to every neighboring language around them.",1,2026-08-23T11:30:07+00:00
FT-0451,"Maltese is the only Semitic language written in the Latin alphabet and an official EU language, descended from Arabic brought to Malta roughly a thousand years ago.",1,2026-08-18T22:35:24+00:00
FT-0452,"The word ""robot"" comes from the Czech ""robota,"" meaning forced labor, coined for a 1920 Prague play by Karel Čapek.",2,2026-08-23T23:30:29+00:00
FT-0453,"Denim"" traces to ""de Nîmes,"" the French city where the tough cotton twill was first woven; ""jeans"" comes from ""Gênes,"" the French name for Genoa.",1,2026-08-20T19:39:10+00:00
FT-0454,"English speakers call the bird ""turkey"" because it reached Europe through Ottoman Turkish traders, a name that stuck even after everyone realized it wasn't the same species as a guinea fowl.",1,2026-08-07T15:04:44+00:00
FT-0455,"The country long called Turkey in English officially requested the name ""Türkiye"" in 2022, partly to shed associations with the bird and unrelated slang.",2,2026-08-24T10:48:27+00:00
FT-0456,"Magazine"" comes from the Arabic ""makhazin,"" meaning storehouses, filtered into English through French and Italian trade vocabulary.",1,2026-08-12T21:57:00+00:00
FT-0457,"Coffee"" traveled through Arabic ""qahwa"" and Ottoman Turkish ""kahve"" on its way into European languages, tracing the drink's path from Ethiopia to Istanbul.",1,2026-08-02T10:05:51+00:00
FT-0458,"Alcohol"" derives from Arabic ""al-kuhl,"" a fine powder used as eyeliner; the meaning shifted entirely once medieval Latin chemists borrowed the word.",1,2026-08-16T22:32:28+00:00
FT-0459,"The words ""slave"" and ""Slav"" share a root, a grim linguistic fossil from an era when Slavic peoples were widely enslaved across medieval Europe.",1,2026-08-21T09:48:04+00:00
FT-0460,"Vandal"" comes from the Germanic Vandals, who sacked Rome in 455, though historians now think their reputation for destruction was exaggerated by later Roman writers.",1,2026-08-08T22:40:20+00:00
FT-0461,"Ostracize"" comes from ancient Athens, where citizens could vote to exile someone for a decade by scratching a name onto broken pottery shards called ostraka.",1,2026-08-21T01:52:19+00:00
FT-0462,"Thomas More coined ""utopia"" in 1516 as a Greek pun that can mean either ""good place"" or ""no place,"" depending on how you read it.",1,2026-08-03T21:15:58+00:00
FT-0463,"Siesta"" comes from the Latin ""hora sexta,"" the sixth hour after dawn, roughly midday, when the heat made work impossible.",1,2026-08-08T04:17:32+00:00
FT-0464,"Tycoon"" entered English from the Japanese title ""taikun,"" used for the shogun, and spread after American naval expeditions to Japan in the 1850s.",2,2026-08-25T01:47:11+00:00
FT-0465,"Amok,"" as in ""running amok,"" is a Malay word describing a sudden violent frenzy, first recorded by European travelers in Southeast Asia.",1,2026-08-20T01:46:56+00:00
FT-0466,"Taxi"" comes from the taximeter, a fare-calculating device fitted to horse-drawn cabs in 1890s Germany, long before the motorcar.",1,2026-08-13T08:39:41+00:00
FT-0467,"The self-declared Republic of Molossia occupies a few acres of Nevada, complete with its own currency, national anthem and a ""space program"" built around a weather balloon.",1,2026-08-23T08:42:49+00:00
FT-0468,"Sealand, a WWII anti-aircraft platform off the English coast, has been claimed as an independent ""principality"" since 1967, with its own passports and currency.",1,2026-08-17T20:37:38+00:00
FT-0469,A library on the Vermont-Quebec border sits directly on the international line — patrons can read in the United States while sitting in a chair placed in Canada.,1,2026-08-11T23:52:54+00:00
FT-0470,"Campione d'Italia is an Italian town completely surrounded by Switzerland, reachable only by crossing a border most visitors never notice they've passed.",1,2026-08-14T11:52:45+00:00
