filename,title,caption,category,era,region,status,last_posted,times_posted,notes
(3) Instagram - Google Chrome 10_19_2025 2_22_23 PM.png,Palestinian Land Loss,"From 1946 to 2021, this map has become one of the most viral — and most disputed — images in modern geopolitics. Judge for yourself.",Empires & borders,Modern,Middle East,active,2026-08-08T14:58:11+00:00,1,widely disputed/contested map format; high-engagement debate topic; posted 2026-08-08 id 2086104692560368067
(3) Instagram - Google Chrome 10_19_2025 2_22_26 PM.png,Territorial Expansion of Prussia 1807-1871,From humiliation at Napoleon's hands to German Empire in 64 years. This is how Prussia did it 🗺️,Empires & borders,19th century,Europe,active,2026-07-24T10:03:01+00:00,1,posted 2026-07-24 id 2080594592416862651
(3) Instagram - Google Chrome 10_19_2025 2_22_28 PM.png,Religions of Europe and around,"Catholic, Orthodox, Protestant, Sunni and Shia all collide at Europe's edges — this map shows exactly where the fault lines sit.",Religion & culture,Modern,Europe,active,2026-08-02T15:36:50+00:00,1,posted 2026-08-02 id 2083940090657882160
(3) Instagram - Google Chrome 10_19_2025 2_22_30 PM.png,Economic Activity in North America before Colonization,"Long before Columbus, North America was already an economic patchwork of hunters, farmers and fishers — here's what it looked like.",Economy & society,Various,North America,active,2026-08-15T16:49:44+00:00,1,posted 2026-08-15 id 2088669480532459786
(3) Instagram - Google Chrome 10_19_2025 2_22_32 PM.png,"Treaty of Versailles, 1919","Germany didn't just lose the war — it lost Danzig, chunks of its east, and its dignity. This is the map that set WWII in motion.",Empires & borders,WWI,Europe,active,2026-08-04T23:32:46+00:00,1,strong thread candidate; posted 2026-08-04 id 2084784637503578327
(3) Instagram - Google Chrome 10_19_2025 2_22_36 PM.png,"Europe During Napoleonic Wars, 1812","At Napoleon's peak in 1812, his empire and satellite states covered nearly all of continental Europe — right before it all began to unravel.",Empires & borders,Early modern,Europe,active,2026-07-29T13:29:35+00:00,1,posted 2026-07-29 id 2082458516904878537
(3) Instagram - Google Chrome 10_19_2025 2_22_39 PM.png,Communist Countries 1980 vs. 2021,In 1980 communism painted a third of the globe red — by 2021 almost all of it was gone except one giant holdout. Guess which one.,Empires & borders,Cold War,World,active,,0,
(3) Instagram - Google Chrome 10_19_2025 2_22_43 PM.png,Land Reclamation in Netherlands (Lands in 1300 vs. 2021),The Dutch didn't just build dikes — they literally built new land. See how much of the modern Netherlands used to be open water.,Oddities & superlatives,Various,Europe,active,2026-08-11T17:26:21+00:00,1,strong thread candidate; posted 2026-08-11 id 2087229142945108432
(3) Instagram - Google Chrome 10_19_2025 2_29_13 PM.png,Purchased Territories by the US,"The US didn't conquer all its land — it bought huge chunks of it, including Alaska for a bargain $7.2 million. Here's the full shopping list.",Economy & society,19th century,North America,active,2026-08-01T03:59:58+00:00,1,posted 2026-08-01 id 2083402331731996960
(3) Instagram - Google Chrome 10_19_2025 2_29_18 PM.png,Recognition of Crimea as part of Ukraine or Russia,Most of the world still calls Crimea Ukrainian — but a surprising number of countries beg to differ. See the global divide.,Empires & borders,Modern,Europe,active,2026-08-05T03:43:00+00:00,1,high-engagement debate topic; posted 2026-08-05 id 2084847613472657677
(3) Instagram - Google Chrome 10_19_2025 2_29_30 PM.png,German Settlements and Presences through history,"Long before modern borders, German-speaking communities were scattered across half of Europe — this map shows just how far they reached.",Demographics & language,Various,Europe,active,,0,"dark background, low text contrast in places"
(3) Instagram - Google Chrome 10_19_2025 2_29_38 PM.png,GDP (PPP) per Capita in Europe: 1913 Vs. 1938,"Between two world wars, some European economies grew, others stagnated — compare the wealth map of 1913 against the eve of WWII.",Economy & society,Interwar,Europe,active,2026-08-09T22:59:21+00:00,1,carousel post - swipe indicator visible for second slide; posted 2026-08-09 id 2086588170984976658
(3) Instagram - Google Chrome 10_19_2025 2_29_44 PM.png,GDP per Capita in Europe: 1913 vs 1938,"Europe's economy in 1938, five years before the war: the West pulled ahead while the East stood still 📉",Economy & society,Interwar,Europe,active,,0,
(3) Instagram - Google Chrome 10_19_2025 2_29_55 PM.png,Countries that Have Been Colonized by Europe,Europe touched almost every corner of the globe — this map shows just how few places escaped colonization or influence entirely.,Empires & borders,Various,World,active,2026-08-17T16:55:08+00:00,1,posted 2026-08-17 id 2089395615448924320
(3) Instagram - Google Chrome 10_19_2025 2_30_03 PM.png,Latin America 1800 vs. 1830,"Two empires ruled almost all of Latin America in 1800. Thirty years later, a dozen new nations had carved it up 🗺️",Empires & borders,19th century,South America,active,,0,
(3) Instagram - Google Chrome 10_19_2025 2_30_09 PM.png,Countries that Have Been Invaded by Britain,Britain has invaded all but a handful of the world's countries throughout history — find the tiny list of nations that got away.,Wars & conflicts,Various,World,active,2026-07-11T01:15:49+00:00,1,posted 2026-07-11 id 2075750874660401440
(3) Instagram - Google Chrome 10_19_2025 2_30_14 PM.png,Native American Cultures in North America (1500),"Before European contact, North America was a mosaic of distinct culture areas — from Arctic hunters to Southwest farmers.",Demographics & language,Various,North America,active,2026-07-12T20:33:05+00:00,1,posted 2026-07-12 id 2076404499980153272
(3) Instagram - Google Chrome 10_19_2025 2_30_19 PM.png,"Territorial Expansion of the Roman Empire, 290 BC-201 AD",Watch Rome grow year by year from an Italian city-state into a Mediterranean superpower in under 500 years.,Empires & borders,Antiquity,Europe,active,2026-07-09T17:44:34+00:00,1,strong thread candidate; posted 2026-07-09 id 2075274927280685097
(3) Instagram - Google Chrome 10_19_2025 2_30_23 PM.png,Polish Settlements and Presences in early 20th Century,Polish communities were scattered far beyond Poland's borders in the early 1900s — the spread might surprise you.,Demographics & language,1910s,Europe,active,2026-08-14T20:55:37+00:00,1,visible watermark text overlay; posted 2026-08-14 id 2088368970336550998
(3) Instagram - Google Chrome 10_19_2025 2_33_08 PM.png,Projected Population Change in Central and Southeast Europe (1989-2050),Some Balkan countries could shrink by nearly 40% by 2050 — while one lonely nation is projected to actually grow.,Demographics & language,Modern,Europe,active,2026-07-03T13:44:35+00:00,1,posted 2026-07-03 id 2073040205750349878
(3) Instagram - Google Chrome 10_19_2025 2_33_13 PM.png,Alternate Cold War in Europe,"What if the Cold War had split Europe differently, with a Balkan Federation standing between NATO and the Warsaw Pact?",Empires & borders,Cold War,Europe,active,2026-08-15T14:47:23+00:00,1,alternate history / speculative map; posted 2026-08-15 id 2088638691224826360
(3) Instagram - Google Chrome 10_19_2025 2_33_17 PM.png,Monarchy Abolition in Europe,"From 1870 to 1973, Europe's crowns fell one by one — see exactly when and where monarchy ended across the continent.",Royal houses,Various,Europe,active,2026-07-06T08:07:19+00:00,1,posted 2026-07-06 id 2074042492706587098
(3) Instagram - Google Chrome 10_19_2025 2_33_21 PM.png,"Axis Occupation of Greece, 1943","Greece wasn't just occupied — it was carved into three separate zones by Germany, Italy, and Bulgaria.",Wars & conflicts,WWII,Europe,active,2026-08-11T19:34:13+00:00,1,posted 2026-08-11 id 2087261324036517968
(3) Instagram - Google Chrome 10_19_2025 2_33_25 PM.png,Europe in 1867,"Europe in 1867: Prussia is rising, Austria just lost, and Germany doesn't exist yet. 4 years later, everything changes.",Empires & borders,19th century,Europe,active,2026-08-10T15:30:59+00:00,1,posted 2026-08-10 id 2086837723474636940
(3) Instagram - Google Chrome 10_19_2025 2_33_27 PM.png,Europe in 1946,"Just one year after WWII ended, Europe's map already showed the fault lines of the coming Cold War.",Empires & borders,WWII,Europe,active,2026-08-11T21:14:58+00:00,1,posted 2026-08-11 id 2087286677182230857
(3) Instagram - Google Chrome 10_19_2025 2_33_33 PM.png,Division of France Proposed by William Playfair in 1793,"A British economist once drew up a plan to carve France into pieces for Austria, Prussia, Spain, and more.",Empires & borders,Early modern,Europe,active,2026-08-14T22:49:27+00:00,1,strong thread candidate; posted 2026-08-14 id 2088397619525476840
(3) Instagram - Google Chrome 10_19_2025 2_33_40 PM - Copy.png,"UN Partition Plan of Palestine, 1947","One side accepted it, one side rejected it — the 1947 map that set the stage for decades of conflict.",Wars & conflicts,1910s,Middle East,active,,0,filename indicates duplicate copy; high-engagement debate topic
(3) Instagram - Google Chrome 10_19_2025 2_33_48 PM.png,"Reconquista, 722-1449","It took nearly 800 years for Christian kingdoms to push Muslim rule out of Iberia — here's the map, decade by decade.",Wars & conflicts,Medieval,Europe,active,2026-08-17T07:31:22+00:00,1,strong thread candidate; posted 2026-08-17 id 2089253736380031412
(3) Instagram - Google Chrome 10_19_2025 2_34_05 PM.png,"Italian Ambitions in Europe, 1936",Mussolini's Italy had a wish list for Europe in 1936 — and most of the Balkans were on it.,Empires & borders,Interwar,Europe,active,,0,
(3) Instagram - Google Chrome 10_19_2025 2_34_45 PM.png,"Areas Closed to Foreigners in the Soviet Union, 1948",Most of the USSR was completely off-limits to outsiders in 1948 — the Iron Curtain had an inner curtain too.,Oddities & superlatives,Cold War,Asia,active,2026-08-02T17:31:28+00:00,1,posted 2026-08-02 id 2083968941752271162
(3) Instagram - Google Chrome 10_19_2025 2_34_58 PM.png,China vs USA Trade War in 1980 vs 2018,"In 1980 the US was almost everyone's top trading partner. By 2018, China had flipped the entire map red.",Economy & society,Modern,World,active,,0,
(3) Instagram - Google Chrome 10_19_2025 2_35_03 PM.png,"Treaty of Paris, 1783: Before and After",One treaty erased Britain's grip on most of eastern North America and put a brand-new country on the map.,Wars & conflicts,Early modern,North America,active,2026-08-13T08:00:36+00:00,1,posted 2026-08-13 id 2087811544830619868
(3) Instagram - Google Chrome 10_19_2025 2_35_07 PM.png,"Treaty of Saint-Germain, 1919",Austria-Hungary didn't just lose the war — it was dismembered into half a dozen new and expanded states.,Wars & conflicts,1910s,Europe,active,2026-08-03T07:57:44+00:00,1,posted 2026-08-03 id 2084186941260521819
(3) Instagram - Google Chrome 10_19_2025 2_35_09 PM.png,Dividing Russia in Half by Population,Half of Russia's population fits into a sliver on the western edge — the rest of that vast map is the other half.,Demographics & language,Modern,Asia,active,2026-08-11T07:45:29+00:00,1,posted 2026-08-11 id 2087082962403676412
(3) Instagram - Google Chrome 10_19_2025 2_35_11 PM.png,"Monarchy or Republic in Europe, 1714","In 1714, almost the entire continent bowed to a crown — spot the tiny republican holdouts.",Royal houses,Early modern,Europe,active,2026-07-25T09:23:21+00:00,1,"posted 2026-07-25 id 2080947000498106433; top performer wk 2026-07-26 (54,431 imp)"
(3) Instagram - Google Chrome 10_19_2025 2_35_13 PM.png,Churchill's Partition Plan of Germany,"Churchill once floated splitting Germany into North, South, and a separate Rhineland — very different from what actually happened.",Empires & borders,WWII,Europe,active,,0,alternate history / speculative map
(3) Instagram - Google Chrome 10_19_2025 2_35_15 PM.png,Alternative Allied Occupation of Italy after WW2,What if Italy had been divided into occupation zones just like Germany? Here's how that map could have looked.,Wars & conflicts,WWII,Europe,active,,0,alternate history / speculative map
(3) Instagram - Google Chrome 10_19_2025 2_35_18 PM.png,Germany's Plan for Africa after WW1,"In 1917, Germany drew up plans to claim a massive chunk of Africa — a vision that never survived the war's end.",Empires & borders,WWII,Africa,active,,0,"title says WW1, note era mismatch"
(3) Instagram - Google Chrome 10_19_2025 2_35_20 PM.png,Unification of Italy,From scattered kingdoms to one nation in just 22 years — trace Italy's unification year by year.,Empires & borders,19th century,Europe,active,2026-08-03T15:24:57+00:00,1,posted 2026-08-03 id 2084299488487756049
(3) Instagram - Google Chrome 10_19_2025 2_35_22 PM.png,Monarchy or Republic (Type of Government),Most of the world ditched its crown long ago — see exactly which countries still keep a monarch on the map today.,Royal houses,Modern,World,active,2026-07-10T17:38:16+00:00,1,posted 2026-07-10 id 2075635729531805836
(3) Instagram - Google Chrome 10_19_2025 2_35_24 PM.png,Closest Country to France,France borders more countries than you'd think when you count the tiny ones — see which nation is closest to every region.,Oddities & superlatives,Modern,Europe,active,2026-08-14T05:54:24+00:00,1,"swipe/carousel post, first of series; posted 2026-08-14 id 2088142173724143966"
(3) Instagram - Google Chrome 10_19_2025 2_35_29 PM.png,"Religions in Europe, 900 AD","A thousand years ago, Europe wasn't just Christian vs. pagan — Norse, Orthodox, and Islamic faiths all carved out their own turf.",Religion & culture,Medieval,Europe,active,2026-07-31T20:01:43+00:00,1,typo: 'Catholocism' on graphic; posted 2026-07-31 id 2083281975323066858
(3) Instagram - Google Chrome 10_19_2025 2_35_33 PM.png,Cold War Alliances in 1980,"NATO, the Warsaw Pact, and everyone in between — this is how the world split its loyalties at the height of the Cold War.",Empires & borders,Cold War,World,active,,0,
(3) Instagram - Google Chrome 10_19_2025 2_35_42 PM.png,"GDP (PPP) per Capita in Europe, 1938","On the eve of WWII, Sweden was nearly 4x richer per capita than Bulgaria — the wealth gap across Europe was staggering.",Economy & society,Interwar,Europe,active,2026-07-06T14:49:03+00:00,1,posted 2026-07-06 id 2074143595054162155
(3) Instagram - Google Chrome 10_19_2025 2_35_46 PM.png,"The Six-Day War, 1967 (June 5-10th)","In just six days, Israel seized territory from three Arab neighbors — this map tracks the advance day by day.",Wars & conflicts,Cold War,Middle East,active,2026-07-09T01:25:07+00:00,1,high-engagement debate topic; posted 2026-07-09 id 2075028441397698621
(3) Instagram - Google Chrome 10_19_2025 2_35_52 PM.png,"Korean Missile Range (Excluding the New, Untested North Korean Missile)",Almost the entire planet sits within range of Korean missiles — only one continent is in the clear.,Oddities & superlatives,Modern,World,active,2026-07-14T20:47:07+00:00,1,posted 2026-07-14 id 2077132807508460026
(3) Instagram - Google Chrome 10_19_2025 2_35_55 PM.png,Religions in the EU by Country,Zoom into the EU region by region and the religious map gets a lot more complicated than 'Catholic Europe'.,Religion & culture,Modern,Europe,active,2026-08-05T20:06:59+00:00,1,label typo 'county' should read 'country'; posted 2026-08-05 id 2085095242248679595
(3) Instagram - Google Chrome 10_19_2025 2_36_00 PM.png,EU (and UK) Divided by Equal Population,"Each of these oddly-shaped zones holds exactly 18 million people — population, not land, drew these borders.",Demographics & language,Modern,Europe,active,,0,
(3) Instagram - Google Chrome 10_19_2025 2_36_05 PM.png,"Monarchy or Republic in Spain, 2020 (July vs August)",A snap poll shows Spanish opinion flipping from monarchy to republic in just one month — what changed?,Royal houses,Modern,Europe,active,2026-07-15T13:01:40+00:00,1,swipe/carousel post; posted 2026-07-15 id 2077378061260173347
(3) Instagram - Google Chrome 10_19_2025 2_36_09 PM.png,Number of Official Languages by Country,South Africa recognizes 11 official languages — most countries on this map get by with just one.,Demographics & language,Modern,World,active,2026-08-03T11:56:03+00:00,1,"minor caption typo 'offical', duplicated forummapping watermark; posted 2026-08-03 id 2084246918591598876"
(3) Instagram - Google Chrome 10_19_2025 2_36_12 PM.png,Europe in 1000,"No France as you know it, no Germany — just the Holy Roman Empire, Kievan Rus', and a patchwork of kingdoms.",Empires & borders,Medieval,Europe,active,2026-08-16T10:48:28+00:00,1,"strong thread candidate; posted 2026-08-16 id 2088940951817617877; top performer wk 2026-08-16 (7,354 imp)"
(3) Instagram - Google Chrome 10_19_2025 2_36_18 PM.png,"Religions in Poland, 1923",Interwar Poland was far from religiously uniform — Orthodox and Greek Catholic communities dominated entire regions.,Religion & culture,Interwar,Europe,active,2026-07-09T21:08:44+00:00,1,posted 2026-07-09 id 2075326307194585107; top performer wk 2026-07-12 (131 imp)
(3) Instagram - Google Chrome 10_19_2025 2_36_21 PM.png,Europe in 1154,"The Angevin Empire, the Almohad Caliphate, Kievan Rus' — medieval Europe looked nothing like today's map.",Empires & borders,Medieval,Europe,active,2026-07-14T09:42:32+00:00,1,strong thread candidate; posted 2026-07-14 id 2076965561477587108
(3) Instagram - Google Chrome 10_19_2025 2_36_24 PM.png,"Who Controls Afghanistan, 2021 (April vs August)","In just four months, the map of Afghanistan flipped almost entirely red as the Taliban swept the country.",Wars & conflicts,Modern,Middle East,active,2026-08-05T18:03:56+00:00,1,high-engagement debate topic; posted 2026-08-05 id 2085064273051505132
(3) Instagram - Google Chrome 10_19_2025 2_36_34 PM.png,Japanese People Around the World,Brazil is home to more ethnic Japanese than any country outside Japan — 2 million and counting.,Demographics & language,Modern,World,active,2026-08-14T13:51:36+00:00,1,posted 2026-08-14 id 2088262264868487305
(3) Instagram - Google Chrome 10_19_2025 2_36_40 PM.png,Europe in 1330,The Golden Horde stretched deep into Europe's east while the Holy Roman Empire still dominated the center — a very different medieval map.,Empires & borders,Medieval,Europe,active,,0,strong thread candidate
(3) Instagram - Google Chrome 10_19_2025 2_37_23 PM.png,All the Lands Owned by France,"From Quebec to Madagascar to French Indochina — France's colonies, puppets, and spheres of influence spanned every continent.",Empires & borders,Various,World,active,2026-08-17T19:07:29+00:00,1,posted 2026-08-17 id 2089428920726950108
(3) Instagram - Google Chrome 10_19_2025 2_37_30 PM.png,Europe in 1700,The Ottomans still held the Balkans and the Holy Roman Empire dominated the center — Europe before the age of nation-states.,Empires & borders,Early modern,Europe,active,2026-07-31T23:29:32+00:00,1,"posted 2026-07-31 id 2083334276511346816; top performer wk 2026-08-02 (6,375 imp)"
(3) Instagram - Google Chrome 10_19_2025 2_37_37 PM.png,Leading Import Partners of African Countries,"China dominates imports across most of Africa today — but a few countries still lean on Europe, India, or South Korea instead.",Economy & society,Modern,Africa,active,2026-08-09T02:34:47+00:00,1,posted 2026-08-09 id 2086279998625755283
(3) Instagram - Google Chrome 10_19_2025 2_37_43 PM.png,"Ethnicities in the Habsburg Empire, 1855",No single ethnic group came close to a majority in the Habsburg Empire — a patchwork that would eventually tear itself apart.,Demographics & language,19th century,Europe,active,2026-08-16T20:46:58+00:00,1,strong thread candidate; posted 2026-08-16 id 2089091570461012082
(3) Instagram - Google Chrome 10_19_2025 2_37_46 PM.png,Europe in 1812,"At Napoleon's peak, the French Empire and its satellites swallowed most of Western Europe — this is the map right before the fall.",Empires & borders,Early modern,Europe,active,,0,
(3) Instagram - Google Chrome 10_19_2025 2_37_50 PM.png,Lands that Taiwan Claims,"Taiwan's official government still claims Mongolia and chunks of Russia, India, and Burma — a Cold War-era map nobody updated.",Oddities & superlatives,Modern,Asia,active,2026-07-09T07:36:14+00:00,1,posted 2026-07-09 id 2075121834849145013
(3) Instagram - Google Chrome 10_19_2025 2_37_53 PM.png,World Divided Equally by Population,Each colored zone on this map holds the same number of people — about 100 million — no matter how big or small it looks.,Demographics & language,Modern,World,active,2026-08-14T03:06:17+00:00,1,posted 2026-08-14 id 2088099862877438387
(3) Instagram - Google Chrome 10_19_2025 2_37_55 PM.png,Europe in 1871,"The year Germany unified, Europe's map locked into the alliance system that would eventually spark WWI.",Empires & borders,19th century,Europe,active,2026-07-25T12:52:49+00:00,1,posted 2026-07-25 id 2080999714540147080
(3) Instagram - Google Chrome 10_19_2025 2_37_59 PM.png,Countries the US is Obliged to go to War for,The US has treaty obligations to defend dozens of countries. Here's the map of who America is legally on the hook for.,Empires & borders,Cold War,World,active,2026-07-03T17:37:02+00:00,1,posted 2026-07-03 id 2073098703637029150
(3) Instagram - Google Chrome 10_19_2025 2_38_02 PM.png,Countries with Chinese Territorial Disputes,China has unresolved border or maritime disputes with nearly every one of its neighbors. See who's on the list.,Empires & borders,Modern,Asia,active,2026-08-08T20:58:42+00:00,1,posted 2026-08-08 id 2086195419235619248
(3) Instagram - Google Chrome 10_19_2025 2_38_04 PM.png,"Leaders in Europe, World War I","The cousins, kings, and generals who dragged Europe into catastrophe in 1914, mapped by country.",Royal houses,1910s,Europe,active,2026-07-19T09:40:34+00:00,1,strong thread candidate; posted 2026-07-19 id 2078777005123027368
(3) Instagram - Google Chrome 10_19_2025 2_38_09 PM.png,Second Most Spoken Languages in Poland Before WW2 by County,Interwar Poland was far more linguistically diverse than people assume. This county map proves it.,Demographics & language,Interwar,Europe,active,2026-07-13T13:53:24+00:00,1,posted 2026-07-13 id 2076666305823055986
(3) Instagram - Google Chrome 10_19_2025 2_38_22 PM.png,Germans around the World (Mostly Ancestry),43 million Americans claim German ancestry alone. Here's where the German diaspora really spread.,Demographics & language,Modern,World,active,2026-07-16T09:51:36+00:00,1,posted 2026-07-16 id 2077692616284549471
(3) Instagram - Google Chrome 10_19_2025 2_38_25 PM.png,Europe in 1942,"At the height of Axis power, this is what the continent looked like carved up. A stark snapshot before the tide turned.",Empires & borders,WWII,Europe,active,,0,
(3) Instagram - Google Chrome 10_19_2025 2_38_27 PM.png,"Casualties During WW2, Europe",27 million dead in the Soviet Union alone. This map lays bare the true human cost of WW2 country by country.,Wars & conflicts,WWII,Europe,active,2026-08-13T17:28:11+00:00,1,high-engagement debate topic; posted 2026-08-13 id 2087954380817662042
(3) Instagram - Google Chrome 10_19_2025 2_38_30 PM.png,Legality of Holocaust Denial,"In most of the world it's protected speech. In this handful of countries, denying the Holocaust is a crime.",Religion & culture,Modern,World,active,2026-07-24T20:53:10+00:00,1,high-engagement debate topic; posted 2026-07-24 id 2080758208520663500
(3) Instagram - Google Chrome 10_19_2025 2_38_34 PM.png,"Soviet Military Bases in the World, 1921-1991","From Cuba to Vietnam, the USSR's military footprint stretched across every continent. Here's the full map.",Empires & borders,Cold War,World,active,2026-07-05T13:00:08+00:00,1,posted 2026-07-05 id 2073753797487108405
(3) Instagram - Google Chrome 10_19_2025 2_38_38 PM.png,"Life Expectancy in the World, 1950","In 1950, most of Africa and Asia had a life expectancy under 40. This map shows just how much the world has changed.",Demographics & language,Various,World,active,2026-07-19T12:43:18+00:00,1,posted 2026-07-19 id 2078822989542355418
(3) Instagram - Google Chrome 10_19_2025 2_38_41 PM.png,"Places of Origin of European Dynasties, 1914",Nearly every European throne in 1914 traced back to a handful of German castles and Italian towns. Trace the royal bloodlines to their roots.,Royal houses,1910s,Europe,active,2026-07-20T17:13:15+00:00,1,strong thread candidate; posted 2026-07-20 id 2079253313405821393
(3) Instagram - Google Chrome 10_19_2025 2_38_44 PM.png,Human Sex Ratio in the World,"Some countries have millions more men than women, others the reverse. The global gender imbalance mapped.",Demographics & language,Modern,World,active,2026-08-01T11:41:59+00:00,1,posted 2026-08-01 id 2083518600653029658
(3) Instagram - Google Chrome 10_19_2025 2_38_47 PM.png,"Religions in Yugoslavia, 1931","Catholic in the northwest, Orthodox in the southeast, Muslim pockets throughout. This 1931 map explains a lot about what came later.",Religion & culture,Interwar,Europe,active,2026-07-29T21:26:05+00:00,1,posted 2026-07-29 id 2082578429380112489
(3) Instagram - Google Chrome 10_19_2025 2_39_01 PM.png,"Minorities in the German Empire, 19th century","Bismarck's Germany wasn't as German as you'd think. Poles, Danes, Sorbs, and French speakers dotted the empire's edges.",Demographics & language,19th century,Europe,active,2026-07-10T01:22:21+00:00,1,posted 2026-07-10 id 2075390131809182027
(3) Instagram - Google Chrome 10_19_2025 2_39_04 PM.png,"Monarchy or Republic in the World, 1914","On the eve of WWI, monarchy still ruled almost the entire planet. Republics were the rare exception, not the rule.",Empires & borders,1910s,World,active,2026-08-12T15:29:04+00:00,1,posted 2026-08-12 id 2087562015799734384
(3) Instagram - Google Chrome 10_19_2025 2_39_08 PM.png,Collapse of Austria-Hungary,"In a single day, one of Europe's great empires shattered into half a dozen new states. Here's the map of November 12, 1918.",Empires & borders,1910s,Europe,active,,0,strong thread candidate
(3) Instagram - Google Chrome 10_19_2025 2_39_40 PM.png,Lands that Taiwan claims,"Taiwan's official constitutional claims stretch far beyond the island itself, into Mongolia and Russia. Most people have no idea.",Empires & borders,Modern,Asia,active,2026-08-17T03:27:46+00:00,1,high-engagement debate topic; posted 2026-08-17 id 2089192436077916227
(3) Instagram - Google Chrome 10_19_2025 2_40_34 PM.png,World War I Casualties in Europe,"Russia lost 2.84 million. Germany lost even more. The staggering national death tolls of the Great War, mapped.",Wars & conflicts,1910s,Europe,active,,0,
(3) Instagram - Google Chrome 10_19_2025 2_40_38 PM.png,"Currencies in Europe, 1914","Before the euro, before even most modern currencies, Europe ran on krone, lira, and rubles. A snapshot of monetary Europe on the brink of war.",Economy & society,1910s,Europe,active,,0,
(3) Instagram - Google Chrome 10_19_2025 2_40_42 PM.png,Occupation of Yugoslavia During WW2,"Carved up between Germany, Italy, Hungary, and Bulgaria, wartime Yugoslavia barely resembled itself. See how the pieces fell.",Wars & conflicts,WWII,Europe,active,,0,
(3) Instagram - Google Chrome 10_19_2025 2_40_54 PM.png,"Indigenous Religions in Africa, 1900 vs 1990","In under a century, traditional African religions went from dominant to marginal across most of the continent. The 90-year shift mapped.",Religion & culture,Various,Africa,active,2026-08-04T20:08:33+00:00,1,posted 2026-08-04 id 2084733248953827401
(3) Instagram - Google Chrome 10_19_2025 2_41_00 PM.png,"Occupation Zones in the Rhineland, Germany after WWI","After WWI, France, Britain, and Belgium each carved out their own slice of German territory to occupy. Here's how they split it.",Wars & conflicts,1910s,Europe,active,2026-08-12T09:40:21+00:00,1,posted 2026-08-12 id 2087474257593057442
(3) Instagram - Google Chrome 10_19_2025 2_41_02 PM.png,Allied Occupation of Germany and Austria after WW2,"Four powers, four zones, one divided nation. The map that set the stage for the Cold War.",Empires & borders,WWII,Europe,active,,0,
(3) Instagram - Google Chrome 10_19_2025 2_41_04 PM.png,"Most Common Country of Birth for Foreign-Born Residents, excluding Mexico",Take Mexico out of the equation and India dominates the immigration map of the US. See which country tops each state.,Demographics & language,Modern,North America,active,2026-08-18T07:13:50+00:00,1,posted 2026-08-18 id 2089611713565859982
(3) Instagram - Google Chrome 10_19_2025 2_41_08 PM.png,Countries that are Recognized by Bhutan,Tiny Bhutan only formally recognizes a small slice of the world's nations. The diplomatic map nobody talks about.,Empires & borders,Modern,Asia,active,2026-07-28T17:14:40+00:00,1,posted 2026-07-28 id 2082152773517209986
(3) Instagram - Google Chrome 10_19_2025 2_41_10 PM.png,"Treaty of London, 1915",A secret pact promised Italy huge swaths of the Balkans for joining the Allies. Here's the map that was never fully honored.,Wars & conflicts,1910s,Europe,active,2026-08-14T11:13:15+00:00,1,posted 2026-08-14 id 2088222413846913099
(3) Instagram - Google Chrome 10_19_2025 2_41_14 PM.png,Largest Trading Partners of European Countries,"The flags tell the story: China and the US now out-trade half of Europe's own neighbors. A continent's economic ties, mapped in flags.",Economy & society,Modern,Europe,active,2026-08-07T05:56:07+00:00,1,posted 2026-08-07 id 2085605890124837357
(3) Instagram - Google Chrome 10_19_2025 2_41_16 PM.png,French Plans for Europe after WW1,"France once dreamed of breaking Germany into Bavaria, Saxony, Hannover, and more. Here's the map Paris wanted after WWI.",Empires & borders,1910s,Europe,active,2026-07-11T06:05:07+00:00,1,strong thread candidate; posted 2026-07-11 id 2075823680987546070
(3) Instagram - Google Chrome 10_19_2025 2_41_22 PM.png,Recognition of Crimea as part of Ukraine or Russia,"Global opinion on who actually owns Crimea is far from unanimous. The world's split verdict, mapped.",Empires & borders,Modern,Europe,active,2026-08-10T13:55:13+00:00,1,high-engagement debate topic; posted 2026-08-10 id 2086813619954541042
(3) Instagram - Google Chrome 10_19_2025 2_41_26 PM.png,Countries with Bigger Economy than California,California's $2.9 trillion GDP would rank it among the world's largest economies. Only a handful of nations actually beat it.,Economy & society,Modern,World,active,,0,
(3) Instagram - Google Chrome 10_19_2025 2_41_34 PM.png,Countries that were involved in the Soviet-Afghan War,It wasn't just the USSR and Afghanistan. A whole Cold War proxy network fed the decade-long conflict.,Wars & conflicts,Cold War,Middle East,active,2026-08-11T11:13:34+00:00,1,posted 2026-08-11 id 2087135328507236522
(3) Instagram - Google Chrome 10_19_2025 2_41_37 PM.png,World Divided Equally by GDP,"Slice the globe into pieces worth $1 trillion each and the map gets very strange, very fast.",Economy & society,Modern,World,active,2026-07-02T22:02:01+00:00,1,posted 2026-07-02 id 2072803001778274707
(3) Instagram - Google Chrome 10_19_2025 2_41_40 PM.png,"Chinese Civil War, 1927-1949","Watch Mao's Communists swallow the map of China in four snapshots, from a besieged minority to total victory.",Wars & conflicts,Interwar,Asia,active,,0,strong thread candidate
